Modelo,AUC,PR_AUC,Brier,F1,Precisao,Recall_05,Recall_03,TP,FP,TN,FN
LightGBM Grade Full 2015-2025,0.7108354795455845,0.014764870351445707,0.07863163541154769,0.030258903670064417,0.016037044788614483,0.26733536851286527,0.6075010902747492,613,37611,418400,1680
