Municipio,Data,Precipitacao,DiaSemChuva,Mes,DiaSemana,Estacao_Seca,Municipio_Freq,Latitude,Longitude,media_focos_mes_hist,prob_fogo,percentil,risco
ANICUNS,2026-06-20,0.0,5,6,5,1,0.0028693239293936,-16.386618352812665,-49.96569453715062,2.6095238095238096,0.5959533566123151,0.7827868852459017,MÉDIO
HIDROLÂNDIA,2026-06-20,0.0,6,6,5,1,0.001757331691188,-17.00595303936355,-49.2631795818899,2.1594202898550723,0.5930871438380484,0.7786885245901639,MÉDIO
SENADOR CANEDO,2026-06-20,0.0,6,6,5,1,0.0015070226813928,-16.72174558705297,-49.12425814633367,2.8767123287671232,0.5916116450980944,0.7745901639344263,MÉDIO
SÍTIO D'ABADIA,2026-06-20,0.0,3,6,5,1,0.0063869408104104,-14.729138480039394,-46.29929381822457,5.327586206896552,0.5907729080185201,0.7704918032786885,MÉDIO
ITABERAÍ,2026-06-20,0.0,3,6,5,1,0.0036438789479047,-16.076051965486666,-49.86875528845477,3.0,0.5895981786915955,0.7663934426229508,MÉDIO
ORIZONA,2026-06-20,0.0,5,6,5,1,0.0020201930702061,-17.02708940860277,-48.16569268300261,2.0625,0.5850990912348464,0.7622950819672131,MÉDIO
COCALZINHO DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0042582066651603,-15.644454575968023,-48.59695917813067,2.492063492063492,0.5824683945396507,0.7581967213114754,MÉDIO
PIRANHAS,2026-06-20,0.0,4,6,5,1,0.0030155221121059,-16.447787530113146,-51.854078169184085,3.371794871794872,0.5823963122585912,0.7540983606557377,MÉDIO
JARAGUÁ,2026-06-20,0.0,3,6,5,1,0.0027460153611464,-15.684175632573451,-49.36723779617128,2.119047619047619,0.5787200352546849,0.75,MÉDIO
MARA ROSA,2026-06-20,0.0,3,6,5,1,0.0037022105460575,-13.999770100704,-49.390664925569126,2.625,0.5775026913586938,0.7459016393442623,MÉDIO
GOIANÉSIA,2026-06-20,0.0,3,6,5,1,0.0033721570729647,-15.235935983775684,-49.19339896780853,2.430379746835443,0.5753861243223258,0.7418032786885246,MÉDIO
ABADIÂNIA,2026-06-20,0.0,4,6,5,1,0.0021287341452501,-16.19915712906121,-48.70814271576387,2.414634146341464,0.5694521668443722,0.7377049180327869,MÉDIO
SÃO LUIZ DO NORTE,2026-06-20,0.0,4,6,5,1,0.0024484503731007,-14.905980936295272,-49.283790673643686,3.3375,0.5596267796769239,0.7336065573770492,MÉDIO
IACIARA,2026-06-20,0.0,3,6,5,1,0.0029911557483205,-14.108153980696324,-46.79592329445353,7.594202898550725,0.5572519845629762,0.7295081967213115,MÉDIO
APARECIDA DE GOIÂNIA,2026-06-20,0.0,4,6,5,1,0.0013357197602349,-16.80602601231046,-49.24588428522596,1.7731958762886595,0.5442432405045838,0.7254098360655737,MÉDIO
CABECEIRAS,2026-06-20,0.0,3,6,5,1,0.0021161817760273,-15.753711869204832,-46.99550025639795,4.791666666666667,0.5441151391521087,0.7213114754098361,MÉDIO
SANTO ANTÔNIO DO DESCOBERTO,2026-06-20,0.0,3,6,5,1,0.002381996653686,-16.02598615253068,-48.28800335138823,2.3076923076923075,0.5398175791491198,0.7172131147540983,MÉDIO
PIRES DO RIO,2026-06-20,0.0,5,6,5,1,0.0018075411680791,-17.230327492515848,-48.40629032850881,3.636363636363636,0.5356976529863724,0.7131147540983607,MÉDIO
ITAPACI,2026-06-20,0.0,3,6,5,1,0.0027290327439626,-14.955491253186096,-49.62493326485581,2.6666666666666665,0.5345604973469089,0.7090163934426229,MÉDIO
MONTES CLAROS DE GOIÁS,2026-06-20,0.4,0,6,5,1,0.0036261579560608,-15.873326931416043,-51.59664771775818,4.019230769230769,0.5312048208856467,0.7049180327868853,MÉDIO
BONÓPOLIS,2026-06-20,0.0,2,6,5,1,0.0027253408706618,-13.56457655433514,-49.78488929257367,3.725,0.5290454331417989,0.7008196721311475,MÉDIO
SANTA ISABEL,2026-06-20,0.0,3,6,5,1,0.0024432817504795,-15.200546008094864,-49.40043024932847,6.6415094339622645,0.528681700641747,0.6967213114754098,BAIXO
AMARALINA,2026-06-20,0.0,4,6,5,1,0.0035235238782981,-13.848529827205882,-49.56903226128027,2.5098039215686274,0.5117581466600101,0.6926229508196722,BAIXO
NOVA GLÓRIA,2026-06-20,0.0,4,6,5,1,0.0023332639261152,-15.080904022970325,-49.5127373729181,2.68,0.5110898826698352,0.6885245901639344,BAIXO
PALMEIRAS DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0026522417793057,-16.814514481269185,-49.9450199537401,2.2916666666666665,0.5103724180208554,0.6844262295081968,BAIXO
ÁGUAS LINDAS DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0010477536427713,-15.740323677414423,-48.27077651213715,1.6349206349206349,0.5080540559611815,0.680327868852459,BAIXO
MUNDO NOVO,2026-06-20,0.0,4,6,5,1,0.0027504456091074,-13.777534650060309,-50.25180240334917,2.9692307692307693,0.5075375927655371,0.6762295081967213,BAIXO
CAMPINORTE,2026-06-20,0.0,4,6,5,1,0.0043180150126335,-14.019192669554034,-48.931304030265736,2.239130434782609,0.5061020719681278,0.6721311475409836,BAIXO
MUTUNÓPOLIS,2026-06-20,0.0,2,6,5,1,0.0021346411425314,-13.711606278817616,-49.31418113591433,5.033898305084746,0.49720376666311106,0.6680327868852459,BAIXO
SANTA RITA DO NOVO DESTINO,2026-06-20,0.0,3,6,5,1,0.0025961253051333,-14.819117187607606,-49.03969360530454,4.5588235294117645,0.49537498506040417,0.6639344262295082,BAIXO
GOIATUBA,2026-06-20,0.2,0,6,5,1,0.0047403653182468,-17.991078799174332,-49.72506729400575,2.75,0.4889148943359014,0.6598360655737705,BAIXO
ITAPURANGA,2026-06-20,0.0,3,6,5,1,0.0018466750250678,-15.577224810549591,-49.933817512866845,2.2222222222222223,0.4854141706858654,0.6557377049180327,BAIXO
BELA VISTA DE GOIÁS,2026-06-20,0.0,6,6,5,1,0.002201094861946,-16.95106540676648,-48.933601465935,1.6,0.48159450195315456,0.6516393442622951,BAIXO
CORUMBAÍBA,2026-06-20,0.0,4,6,5,1,0.0016332847482806,-18.048104715395148,-48.4749049622824,2.3191489361702127,0.4801978859198593,0.6475409836065574,BAIXO
ITARUMÃ,2026-06-20,0.7,0,6,5,1,0.0046421614884451,-18.86462245523424,-51.33580667861621,4.627118644067797,0.47303516315955385,0.6434426229508197,BAIXO
INHUMAS,2026-06-20,0.0,6,6,5,1,0.0011282364807291,-16.318242778189063,-49.50186836687853,1.9130434782608696,0.4726935967685988,0.639344262295082,BAIXO
SANTA TEREZINHA DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0023960257722291,-14.32429478078316,-49.65930833489798,4.050847457627119,0.4713599574024233,0.6352459016393442,BAIXO
ALEXÂNIA,2026-06-20,0.0,4,6,5,1,0.0011895215775226,-16.07491682926853,-48.49287370127031,1.9056603773584904,0.4688023714748285,0.6311475409836066,BAIXO
ACREÚNA,2026-06-20,0.4,0,6,5,1,0.0050453140528942,-17.48826970830257,-50.32369400069289,3.42,0.46360545798653413,0.6270491803278688,BAIXO
CORUMBÁ DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0013837141131455,-15.898613517797502,-48.71659334472278,2.606060606060606,0.4597872803784422,0.6229508196721312,BAIXO
SANTA CRUZ DE GOIÁS,2026-06-20,0.0,5,6,5,1,0.0013851908624659,-17.372324572144244,-48.58985156059331,2.351351351351352,0.4460228975380907,0.6188524590163934,BAIXO
BALIZA,2026-06-20,0.1,0,6,5,1,0.0094534107740676,-16.335498056525363,-52.47044379945877,2.369565217391304,0.4392377340233014,0.6147540983606558,BAIXO
NOVO PLANALTO,2026-06-20,0.0,2,6,5,1,0.0015786450234286,-13.224864863175409,-49.711211164352655,4.092307692307692,0.438227173076368,0.610655737704918,BAIXO
FAINA,2026-06-20,0.0,3,6,5,1,0.0040012522834236,-15.450502453569465,-50.35323063719383,2.484848484848485,0.4359989266017806,0.6065573770491803,BAIXO
BOM JESUS DE GOIÁS,2026-06-20,0.3,0,6,5,1,0.0043556721203019,-18.192311694542585,-49.92073113922121,2.872727272727273,0.4346992784997588,0.6024590163934426,BAIXO
EDÉIA,2026-06-20,0.7,0,6,5,1,0.0040093744046854,-17.509361464280108,-50.00172531667008,2.9791666666666665,0.4344304230911255,0.5983606557377049,BAIXO
TERESINA DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0045387890360223,-13.661127323864664,-47.23879651180497,3.9615384615384617,0.4334881573151876,0.5942622950819673,BAIXO
SANTA TEREZA DE GOIÁS,2026-06-20,0.0,2,6,5,1,0.0022261996003916,-13.615351655700474,-48.99769110324295,3.5405405405405403,0.4257710462809722,0.5901639344262295,BAIXO
GUARANI DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0039702405476967,-13.896234842419478,-46.35992556272503,3.25,0.4187373634305271,0.5860655737704918,BAIXO
URUTAÍ,2026-06-20,0.0,5,6,5,1,0.001073596755877,-17.44233047699522,-48.19865040570893,2.357142857142857,0.4176556718230334,0.5819672131147541,BAIXO
CIDADE OCIDENTAL,2026-06-20,0.0,4,6,5,1,0.0009805615486965,-16.103552382328953,-47.86022791897977,1.9230769230769231,0.4151845737842175,0.5778688524590164,BAIXO
PORTEIRÃO,2026-06-20,0.8,0,6,5,1,0.002961620761914,-17.91222565304729,-50.164965023771295,3.433333333333333,0.4138458340964354,0.5737704918032787,BAIXO
NOVO GAMA,2026-06-20,0.0,4,6,5,1,0.0008040900049175,-16.10973108267564,-48.07263803458282,1.9787234042553192,0.413470590464278,0.569672131147541,BAIXO
TURVELÂNDIA,2026-06-20,0.3,0,6,5,1,0.0033884013154882,-17.8061094010701,-50.31150433875028,2.41025641025641,0.4122931655453875,0.5655737704918032,BAIXO
MOZARLÂNDIA,2026-06-20,0.0,3,6,5,1,0.0020120709489443,-14.81638418252236,-50.609316979892746,2.8541666666666665,0.4112081678760914,0.5614754098360656,BAIXO
GUAPÓ,2026-06-20,0.0,6,6,5,1,0.0013896211104268,-16.923914459668058,-49.58948320140861,2.5,0.40627785384530846,0.5573770491803278,BAIXO
TROMBAS,2026-06-20,0.0,3,6,5,1,0.0034592852828639,-13.45565441683509,-48.69444724203579,1.818181818181818,0.40092825518143754,0.5532786885245902,BAIXO
FORMOSO,2026-06-20,0.0,3,6,5,1,0.0027740735982326,-13.7157591183698,-48.828383563721786,1.8333333333333333,0.39959947279558633,0.5491803278688525,BAIXO
QUIRINÓPOLIS,2026-06-20,0.9,0,6,5,1,0.0039104322002235,-18.344498864270253,-50.57761418506451,3.3095238095238093,0.39749216111148933,0.5450819672131147,BAIXO
VALPARAÍSO DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0004061060630896,-16.08965315501241,-47.98624179015667,2.023809523809524,0.3969792188894296,0.5409836065573771,BAIXO
CAMPOS BELOS,2026-06-20,0.0,3,6,5,1,0.0053953036418114,-12.986995843211018,-46.42094914457776,2.765957446808511,0.39619807302126814,0.5368852459016393,BAIXO
SANTA HELENA DE GOIÁS,2026-06-20,1.6,0,6,5,1,0.0065552902329276,-17.809635495091406,-50.550434417318826,5.549295774647887,0.39599208120227086,0.5327868852459017,BAIXO
MOSSÂMEDES,2026-06-20,0.0,6,6,5,1,0.002096984034863,-16.138102134284225,-50.1950255261411,1.875,0.3902698151600289,0.5286885245901639,BAIXO
GOIANÁPOLIS,2026-06-20,0.0,4,6,5,1,0.0013534407520788,-16.52798048733482,-49.09369703759325,1.7692307692307692,0.3872305535328781,0.5245901639344263,BAIXO
ARENÓPOLIS,2026-06-20,0.0,3,6,5,1,0.0016960465943945,-16.361902054815086,-51.55715988814804,2.2413793103448274,0.3867356218127768,0.5204918032786885,BAIXO
NOVA IGUAÇU DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0017403490740043,-14.335840325249317,-49.31212409374217,2.3043478260869565,0.3852715449479371,0.5163934426229508,BAIXO
APORÉ,2026-06-20,0.8,0,6,5,1,0.0023280953034941,-18.7073526543005,-52.08304620766298,4.466666666666667,0.3840849531119151,0.5122950819672131,BAIXO
UIRAPURU,2026-06-20,0.0,4,6,5,1,0.0023568919152404,-14.1658704952681,-49.9660646641288,1.8823529411764703,0.381518057952917,0.5081967213114754,BAIXO
RUBIATABA,2026-06-20,0.0,3,6,5,1,0.0012448996770349,-15.197347826385103,-49.85541149603293,2.3846153846153846,0.3799111174862924,0.5040983606557377,BAIXO
MATRINCHÃ,2026-06-20,0.0,4,6,5,1,0.0013534407520788,-15.332925918372275,-50.75330754036656,3.5454545454545454,0.3770053450726966,0.5,BAIXO
SANTA FÉ DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0017765294323523,-15.695835336846852,-51.16880663261477,4.266666666666667,0.37588368899869523,0.4959016393442623,BAIXO
TRINDADE,2026-06-20,0.1,0,6,5,1,0.0016598662360465,-16.650075769653657,-49.51836291274552,1.6708860759493671,0.3716906457964148,0.4918032786885246,BAIXO
BRITÂNIA,2026-06-20,0.0,3,6,5,1,0.0024949679766909,-15.098256086081884,-51.20240394542521,1.631578947368421,0.3701885733779593,0.48770491803278687,BAIXO
RIALMA,2026-06-20,0.0,3,6,5,1,0.0012478531756755,-15.319958184167618,-49.53010326892392,1.5483870967741935,0.36731751636298643,0.48360655737704916,BAIXO
VIANÓPOLIS,2026-06-20,0.0,4,6,5,1,0.0007620026492882,-16.848283967930477,-48.46851922795139,2.1052631578947367,0.366457239205914,0.47950819672131145,BAIXO
INDIARA,2026-06-20,0.2,0,6,5,1,0.0023591070392209,-17.22357364537349,-49.96111627583188,2.575,0.3663603851578932,0.47540983606557374,BAIXO
MAMBAÍ,2026-06-20,0.0,3,6,5,1,0.005212186726091,-14.387997990140692,-46.051088000383096,5.1923076923076925,0.3614960788745148,0.4713114754098361,BAIXO
DIVINÓPOLIS DE GOIÁS,2026-06-20,0.0,2,6,5,1,0.001997303455741,-13.286303429360114,-46.52383420100133,3.909090909090909,0.3608276116999867,0.4672131147540984,BAIXO
FAZENDA NOVA,2026-06-20,0.1,0,6,5,1,0.0038077981224609,-16.080235263157753,-50.93137671149489,2.647058823529412,0.35303013018103424,0.46311475409836067,BAIXO
LEOPOLDO DE BULHÕES,2026-06-20,0.0,4,6,5,1,0.0009037705840395,-16.556636131106096,-48.89337232999825,1.9428571428571428,0.35214845507283415,0.45901639344262296,BAIXO
CAÇU,2026-06-20,0.3,0,6,5,1,0.0017366572007035,-18.69115169498673,-51.169522816602274,4.6,0.35049924686458084,0.45491803278688525,BAIXO
PALESTINA DE GOIÁS,2026-06-20,0.1,0,6,5,1,0.0016318079989603,-16.713753711842983,-51.42754199497641,2.933333333333333,0.3483750081589537,0.45081967213114754,BAIXO
JANDAIA,2026-06-20,0.0,4,6,5,1,0.0011570330924755,-17.140823818775164,-50.18439081477384,3.55,0.3409692541529344,0.44672131147540983,BAIXO
PETROLINA DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0007716015198704,-16.11674724559263,-49.318512368591655,3.56,0.33908004025203914,0.4426229508196721,BAIXO
ITAJÁ,2026-06-20,0.7,0,6,5,1,0.0019995185797215,-19.086946202574843,-51.34562507108249,2.5384615384615383,0.32995128657125256,0.4385245901639344,BAIXO
SIMOLÂNDIA,2026-06-20,0.0,3,6,5,1,0.0011799227069405,-14.434586326028946,-46.58882654789143,2.5789473684210527,0.3267790294713062,0.4344262295081967,BAIXO
SÃO FRANCISCO DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.000774555018511,-15.930856959393246,-49.25922517675899,2.2580645161290325,0.3231201881763511,0.430327868852459,BAIXO
PILAR DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0022653334573802,-14.563053642806697,-49.51029317946296,1.4210526315789471,0.3223716120805767,0.4262295081967213,BAIXO
URUANA,2026-06-20,0.0,3,6,5,1,0.0009901604192786,-15.537768557761284,-49.65225244233562,2.5294117647058822,0.32158455736608166,0.42213114754098363,BAIXO
ITAPIRAPUÃ,2026-06-20,0.1,0,6,5,1,0.0013726384932431,-15.75718984044679,-50.7465760866374,2.4242424242424243,0.32109820554473295,0.4180327868852459,BAIXO
CHAPADÃO DO CÉU,2026-06-20,0.6,0,6,5,1,0.0062939056032299,-18.41837474627293,-52.650980123044505,15.272727272727272,0.32101666505805165,0.4139344262295082,BAIXO
GUARINOS,2026-06-20,0.0,3,6,5,1,0.0012316089331519,-14.677563689499642,-49.737239130745,2.75,0.31691349510740974,0.4098360655737705,BAIXO
TEREZÓPOLIS DE GOIÁS,2026-06-20,0.0,6,6,5,1,0.0007612642746281,-16.451781768427683,-49.07980840150495,2.125,0.3151266479738874,0.4057377049180328,BAIXO
CAMPOS VERDES,2026-06-20,0.0,3,6,5,1,0.0009022938347192,-14.200869051269477,-49.67078102066461,3.28,0.31236531998603656,0.4016393442622951,BAIXO
GAMELEIRA DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0005648566150247,-16.393084698423134,-48.71174726623623,2.0303030303030303,0.31199300139847586,0.3975409836065574,BAIXO
DIORAMA,2026-06-20,0.1,0,6,5,1,0.0011001782436429,-16.22661972062711,-51.389931230721885,4.384615384615385,0.30432344456803606,0.39344262295081966,BAIXO
HIDROLINA,2026-06-20,0.0,3,6,5,1,0.0009628405568526,-14.78351237067298,-49.29993852784245,2.740740740740741,0.3038135739888609,0.38934426229508196,BAIXO
VICENTINÓPOLIS,2026-06-20,0.8,0,6,5,1,0.0018865472567166,-17.717102371829977,-49.92046965643163,4.85,0.29931875942415437,0.38524590163934425,BAIXO
NERÓPOLIS,2026-06-20,0.0,6,6,5,1,0.0010041895378217,-16.425056587028248,-49.17034091583095,1.8571428571428568,0.2983818563089171,0.38114754098360654,BAIXO
PROFESSOR JAMIL,2026-06-20,0.0,6,6,5,1,0.0010381547721892,-17.327766046172016,-49.24779400353557,2.333333333333333,0.2961000679069026,0.3770491803278688,BAIXO
MAURILÂNDIA,2026-06-20,0.8,0,6,5,1,0.0023303104274746,-18.03750092993941,-50.36063856125698,4.36,0.29220602539715024,0.3729508196721312,BAIXO
MONTIVIDIU,2026-06-20,0.1,0,6,5,1,0.0017492095699262,-17.302834146829042,-51.19610715003383,1.625,0.28739145234062485,0.36885245901639346,BAIXO
IPORÁ,2026-06-20,0.2,0,6,5,1,0.0012958475285861,-16.39958999360689,-51.174760035598624,1.6444444444444444,0.2830447686247049,0.36475409836065575,BAIXO
IVOLÂNDIA,2026-06-20,0.8,0,6,5,1,0.0014804411936269,-16.679987246814406,-50.98325370232422,3.4878048780487805,0.28299524451273733,0.36065573770491804,BAIXO
ARAGARÇAS,2026-06-20,0.2,0,6,5,1,0.0016207323790579,-15.9954744133776,-52.195114826594455,1.809523809523809,0.2800942246387583,0.35655737704918034,BAIXO
ESTRELA DO NORTE,2026-06-20,0.0,2,6,5,1,0.0006290952104589,-13.815008598965576,-49.04348551590312,3.269230769230769,0.27991557283647045,0.3524590163934426,BAIXO
CACHOEIRA ALTA,2026-06-20,0.5,0,6,5,1,0.0012825567847032,-18.461936889018936,-50.98679602687277,3.4827586206896552,0.2780738564322863,0.3483606557377049,BAIXO
ALTO HORIZONTE,2026-06-20,0.0,3,6,5,1,0.0009111543306412,-14.162393972965113,-49.45279801107309,2.4705882352941178,0.27648733268675096,0.3442622950819672,BAIXO
JAUPACI,2026-06-20,0.2,0,6,5,1,0.0010263407776266,-16.20973022325548,-51.05550430467066,4.142857142857143,0.27520033210235545,0.3401639344262295,BAIXO
PEROLÂNDIA,2026-06-20,0.8,0,6,5,1,0.0024462352491202,-17.53130275403183,-52.205615580294655,2.4074074074074074,0.2739297166818585,0.3360655737704918,BAIXO
CARMO DO RIO VERDE,2026-06-20,0.0,3,6,5,1,0.0007354211615224,-15.426910428711976,-49.742093983937615,2.5217391304347827,0.27342128776871977,0.3319672131147541,BAIXO
OUVIDOR,2026-06-20,0.0,4,6,5,1,0.0006859500592914,-18.22269684670895,-47.73785347238525,1.36,0.2713742178481935,0.32786885245901637,BAIXO
GOIANDIRA,2026-06-20,0.0,6,6,5,1,0.0006940721805532,-18.109377022796597,-48.1276924891904,1.5555555555555556,0.2650926014831949,0.3237704918032787,BAIXO
GOIANIRA,2026-06-20,0.0,4,6,5,1,0.0006224498385174,-16.508575399186565,-49.41469315151372,1.4594594594594594,0.2614392904342101,0.319672131147541,BAIXO
DAVINÓPOLIS,2026-06-20,0.0,4,6,5,1,0.0007597875253077,-18.113605118464037,-47.53297332981958,2.357142857142857,0.2581237890283732,0.3155737704918033,BAIXO
AURILÂNDIA,2026-06-20,0.1,0,6,5,1,0.00081516562482,-16.694217641941965,-50.54701395836094,3.333333333333333,0.2543845660048513,0.3114754098360656,BAIXO
PANAMÁ,2026-06-20,0.3,0,6,5,1,0.0011511260951942,-18.199317807602675,-49.40058551258638,2.875,0.2541625904349922,0.3073770491803279,BAIXO
ABADIA DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0004105363110506,-16.78893560640398,-49.43279950787229,1.7179487179487178,0.25368736660173813,0.30327868852459017,BAIXO
PONTALINA,2026-06-20,0.2,0,6,5,1,0.0014390922126578,-17.54112629308756,-49.56409835329973,1.3846153846153846,0.2527562462659045,0.29918032786885246,BAIXO
INACIOLÂNDIA,2026-06-20,0.2,0,6,5,1,0.0013017545258674,-18.422363375480977,-49.93462547993578,7.142857142857143,0.25187936687667606,0.29508196721311475,BAIXO
SANTA RITA DO ARAGUAIA,2026-06-20,1.3,0,6,5,1,0.0016871860984725,-17.30441364463477,-53.10068255768836,2.236842105263158,0.2502608781393041,0.29098360655737704,BAIXO
MAIRIPOTABA,2026-06-20,0.1,0,6,5,1,0.0006999791778345,-17.295161367113327,-49.44670063542476,3.347826086956522,0.24125890455910867,0.28688524590163933,BAIXO
SANTO ANTÔNIO DA BARRA,2026-06-20,0.7,0,6,5,1,0.0012611439195585,-17.55961474151254,-50.63551540775774,3.2962962962962963,0.2399371226867857,0.2827868852459016,BAIXO
CASTELÂNDIA,2026-06-20,0.7,0,6,5,1,0.0014516445818805,-18.147960130853747,-50.30679359237395,2.7222222222222223,0.22289290661914304,0.2786885245901639,BAIXO
TURVÂNIA,2026-06-20,0.0,4,6,5,1,0.0005109552648328,-16.5749332857626,-50.13386843949185,2.9166666666666665,0.222732304503359,0.27459016393442626,BAIXO
APARECIDA DO RIO DOCE,2026-06-20,0.0,4,6,5,1,0.0009613638075323,-18.2275046528764,-51.298408339959074,1.3571428571428572,0.21934443082887015,0.27049180327868855,BAIXO
SÃO LUÍS DE MONTES BELOS,2026-06-20,0.0,4,6,5,1,0.0005833159815288,-16.469151982594024,-50.3923408472066,2.25,0.21871752397444294,0.26639344262295084,BAIXO
RIO QUENTE,2026-06-20,0.0,4,6,5,1,0.0006002985987125,-17.794891918495523,-48.787827332868765,1.8571428571428568,0.2170610740510871,0.26229508196721313,BAIXO
ITAUÇU,2026-06-20,0.0,4,6,5,1,0.0005353216286182,-16.19395275886309,-49.59347382261099,1.8,0.2155004757069277,0.2581967213114754,BAIXO
CERES,2026-06-20,0.0,4,6,5,1,0.0003994606911482,-15.280732075215544,-49.628100932957885,2.357142857142857,0.21518632432681037,0.2540983606557377,BAIXO
CATURAÍ,2026-06-20,0.0,6,6,5,1,0.0004157049336718,-16.46434919145576,-49.55619428460128,2.125,0.21117241950029775,0.25,BAIXO
IPIRANGA DE GOIÁS,2026-06-20,0.1,0,6,5,1,0.0008085202528785,-15.155239440421736,-49.6667347648474,1.8928571428571428,0.20920644619497272,0.2459016393442623,BAIXO
HEITORAÍ,2026-06-20,0.0,3,6,5,1,0.0004681295345433,-15.737018243255712,-49.79072401383959,1.8,0.20851440953565706,0.24180327868852458,BAIXO
CRISTIANÓPOLIS,2026-06-20,0.0,5,6,5,1,0.0005449204992003,-17.206932724384384,-48.69296888350953,1.4615384615384617,0.20386214118350632,0.23770491803278687,BAIXO
CROMÍNIA,2026-06-20,0.0,4,6,5,1,0.0004969261462897,-17.253757641416556,-49.343018999846976,1.933333333333333,0.20219821043981762,0.2336065573770492,BAIXO
ARAGOIÂNIA,2026-06-20,0.0,6,6,5,1,0.0003322685970733,-16.91901903566752,-49.41650422930775,1.4666666666666666,0.20162979340972995,0.22950819672131148,BAIXO
VARJÃO,2026-06-20,0.0,1,6,5,1,0.0008159039994801,-17.057239672517852,-49.63849902778105,1.9166666666666667,0.19926427339017078,0.22540983606557377,BAIXO
MARZAGÃO,2026-06-20,0.0,4,6,5,1,0.0003824780739644,-17.955558865377707,-48.675183437794566,2.111111111111111,0.19911536379079542,0.22131147540983606,BAIXO
CACHOEIRA DE GOIÁS,2026-06-20,0.2,0,6,5,1,0.0008033516302574,-16.743051878299504,-50.687902715799886,1.9047619047619049,0.19358829699767377,0.21721311475409835,BAIXO
BONFINÓPOLIS,2026-06-20,0.0,4,6,5,1,0.0004171816829921,-16.593720196431793,-49.00153550440518,1.375,0.19130289385387797,0.21311475409836064,BAIXO
CACHOEIRA DOURADA,2026-06-20,0.4,0,6,5,1,0.0009392125677274,-18.46651639403071,-49.55177475564167,2.5,0.1879223883508853,0.20901639344262296,BAIXO
BURITINÓPOLIS,2026-06-20,0.0,4,6,5,1,0.0005914381027906,-14.42314966215634,-46.33303829144667,1.6,0.18592941611956848,0.20491803278688525,BAIXO
SÃO MIGUEL DO PASSA QUATRO,2026-06-20,0.0,4,6,5,1,0.0004127514350311,-17.005010859807335,-48.6779096365864,1.181818181818182,0.1778209665755824,0.20081967213114754,BAIXO
CUMARI,2026-06-20,0.0,4,6,5,1,0.0004880656503677,-18.301979326576244,-48.12847505289865,1.2941176470588236,0.17554614327305046,0.19672131147540983,BAIXO
PORTELÂNDIA,2026-06-20,2.2,0,6,5,1,0.001209457693347,-17.363742774222114,-52.70044038012558,2.230769230769231,0.17071802627324348,0.19262295081967212,BAIXO
AMORINÓPOLIS,2026-06-20,0.2,0,6,5,1,0.0004725597825043,-16.66506804069733,-51.10984947764403,2.1875,0.17030993893588744,0.1885245901639344,BAIXO
DAMIANÓPOLIS,2026-06-20,0.0,3,6,5,1,0.0008934333387973,-14.591784557452115,-46.16138493743546,1.1428571428571428,0.16887837417287657,0.18442622950819673,BAIXO
EDEALINA,2026-06-20,0.4,0,6,5,1,0.0006482929516231,-17.41358594607326,-49.76627082483966,1.75,0.163195285373045,0.18032786885245902,BAIXO
CAMPO LIMPO DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0002665532523188,-16.299018349281013,-49.110030575894335,1.5625,0.16204333368232957,0.1762295081967213,BAIXO
MOIPORÁ,2026-06-20,0.2,0,6,5,1,0.0005818392322084,-16.48291057823502,-50.79468243580173,2.4615384615384617,0.15981307006524453,0.1721311475409836,BAIXO
BURITI ALEGRE,2026-06-20,0.0,4,6,5,1,0.0005065250168718,-18.058745550168023,-49.05309547296925,1.1666666666666667,0.15762764736239407,0.1680327868852459,BAIXO
NOVA VENEZA,2026-06-20,0.0,4,6,5,1,0.0002525241337757,-16.37386734685885,-49.29800513158261,1.6,0.15361134789113648,0.16393442622950818,BAIXO
SANTO ANTÔNIO DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0003182394785302,-16.459177028614274,-49.28880054422419,1.625,0.15180715511910858,0.1598360655737705,BAIXO
FIRMINÓPOLIS,2026-06-20,0.0,4,6,5,1,0.0003101173572684,-16.632875809432132,-50.31542780810252,2.2,0.14765742280857239,0.1557377049180328,BAIXO
TRÊS RANCHOS,2026-06-20,0.0,4,6,5,1,0.0001469365573724,-18.316873966288444,-47.74838358478794,2.3125,0.1468024248367787,0.15163934426229508,BAIXO
PALMINÓPOLIS,2026-06-20,0.0,4,6,5,1,0.0003160243545497,-16.802402853215252,-50.18205094632173,2.142857142857143,0.14564463686079723,0.14754098360655737,BAIXO
