Modelo,AUC,PR_AUC,Brier,F1,Precisao,Recall_05,Recall_03,Cap_Top10,Cap_Top20,Cap_Top30,TP,FP,TN,FN
LightGBM Município Full 2015-2025,0.8113008375115544,0.23219200563842782,0.09355348136356163,0.2804780876494024,0.2,0.4693333333333333,0.7376,0.22335192029610457,0.3345837926451203,0.42916444012201754,880,3520,32181,995
