Modelo,val_auc,te_auc,te_f1,te_prec,te_rec
Random Forest,0.7395115055135144,0.7744392373753916,0.08566795840558933,0.04571978423095106,0.6786183639564581
XGBoost,0.7374105376763235,0.7733124980256817,0.083746161192819,0.04459521760015991,0.6859827915395869
LightGBM,0.7321868970866978,0.7694321901515635,0.08503274668653195,0.04535513426079989,0.6792878573731062
